ParticipantName,[data quality]Value,[Gender]Value,MediaName,FixationIndex,SaccadeIndex,GazeEventType,GazeEventDuration,AOI[A]Hit,AOI[D]Hit,AOI[G]Hit,AOI[J]Hit,AOI[B]Hit,AOI[E]Hit,AOI[H]Hit,AOI[K]Hit,AOI[C]Hit,AOI[F]Hit,AOI[I]Hit,AOI[L]Hit,AOI[M]Hit,AOI[Q]Hit
P1F,<70%,Female,Ventricular Fibrillation.jpg,3,,Fixation,179,0,1,0,0,0,0,0,0,0,0,0,0,0,0
P1F,<70%,Female,Ventricular Fibrillation.jpg,3,,Fixation,179,0,1,0,0,0,0,0,0,0,0,0,0,0,0
P1F,<70%,Female,Ventricular Fibrillation.jpg,3,,Fixation,179,0,1,0,0,0,0,0,0,0,0,0,0,0,0
P1F,<70%,Female,Ventricular Fibrillation.jpg,3,,Fixation,179,0,1,0,0,0,0,0,0,0,0,0,0,0,0
P1F,<70%,Female,Ventricular Fibrillation.jpg,3,,Fixation,179,0,1,0,0,0,0,0,0,0,0,0,0,0,0
P1F,<70%,Female,Ventricular Fibrillation.jpg,3,,Fixation,179,0,1,0,0,0,0,0,0,0,0,0,0,0,0
P1F,<70%,Female,Ventricular Fibrillation.jpg,,5,Saccade,80,0,0,0,0,0,0,0,0,0,0,0,0,0,0
P1F,<70%,Female,Ventricular Fibrillation.jpg,,5,Saccade,80,0,0,0,0,0,0,0,0,0,0,0,0,0,0
P1F,<70%,Female,Ventricular Fibrillation.jpg,,5,Saccade,80,0,0,0,0,0,0,0,0,0,0,0,0,0,0
P1F,<70%,Female,Ventricular Fibrillation.jpg,,5,Saccade,80,0,0,0,0,0,0,0,0,0,0,0,0,0,0
P1F,<70%,Female,Ventricular Fibrillation.jpg,4,,Fixation,219,0,0,0,0,0,1,0,0,0,0,0,0,0,0
P1F,<70%,Female,Ventricular Fibrillation.jpg,4,,Fixation,219,0,0,0,0,0,1,0,0,0,0,0,0,0,0
P1F,<70%,Female,Ventricular Fibrillation.jpg,4,,Fixation,219,0,0,0,0,0,1,0,0,0,0,0,0,0,0
P1F,<70%,Female,Ventricular Fibrillation.jpg,4,,Fixation,219,0,0,0,0,0,1,0,0,0,0,0,0,0,0
P1F,<70%,Female,Ventricular Fibrillation.jpg,4,,Fixation,219,0,0,0,0,0,1,0,0,0,0,0,0,0,0
P1F,<70%,Female,Ventricular Fibrillation.jpg,4,,Fixation,219,0,0,0,0,0,1,0,0,0,0,0,0,0,0
P1F,<70%,Female,Ventricular Fibrillation.jpg,4,,Fixation,219,0,0,0,0,0,1,0,0,0,0,0,0,0,0
P1F,<70%,Female,Ventricular Fibrillation.jpg,4,,Fixation,219,0,0,0,0,0,1,0,0,0,0,0,0,0,0
P1F,<70%,Female,Ventricular Fibrillation.jpg,4,,Fixation,219,0,0,0,0,0,1,0,0,0,0,0,0,0,0
P1F,<70%,Female,Ventricular Fibrillation.jpg,4,,Fixation,219,0,0,0,0,0,1,0,0,0,0,0,0,0,0
P1F,<70%,Female,Ventricular Fibrillation.jpg,4,,Fixation,219,0,0,0,0,0,1,0,0,0,0,0,0,0,0
P1F,<70%,Female,Ventricular Fibrillation.jpg,,6,Saccade,80,0,0,0,0,0,0,0,0,0,0,0,0,0,0
P1F,<70%,Female,Ventricular Fibrillation.jpg,,6,Saccade,80,0,0,0,0,0,0,0,0,0,0,0,0,0,0
P1F,<70%,Female,Ventricular Fibrillation.jpg,,6,Saccade,80,0,0,0,0,0,0,0,0,0,0,0,0,0,0
P1F,<70%,Female,Ventricular Fibrillation.jpg,,6,Saccade,80,0,0,0,0,0,0,0,0,0,0,0,0,0,0
P1F,<70%,Female,Ventricular Fibrillation.jpg,5,,Fixation,100,0,0,0,0,1,0,0,0,0,0,0,0,0,0
P1F,<70%,Female,Ventricular Fibrillation.jpg,5,,Fixation,100,0,0,0,0,1,0,0,0,0,0,0,0,0,0
P1F,<70%,Female,Ventricular Fibrillation.jpg,5,,Fixation,100,0,0,0,0,1,0,0,0,0,0,0,0,0,0
P1F,<70%,Female,Ventricular Fibrillation.jpg,5,,Fixation,100,0,0,0,0,1,0,0,0,0,0,0,0,0,0
P1F,<70%,Female,Ventricular Fibrillation.jpg,5,,Fixation,100,0,0,0,0,1,0,0,0,0,0,0,0,0,0
P1F,<70%,Female,Ventricular Fibrillation.jpg,,7,Saccade,60,0,0,0,0,0,0,0,0,0,0,0,0,0,0
P1F,<70%,Female,Ventricular Fibrillation.jpg,,7,Saccade,60,0,0,0,0,0,0,0,0,0,0,0,0,0,0
P1F,<70%,Female,Ventricular Fibrillation.jpg,,7,Saccade,60,0,0,0,0,0,0,0,0,0,0,0,0,0,0
P1F,<70%,Female,Ventricular Fibrillation.jpg,,,Unclassified,24283,0,0,0,0,0,0,0,0,0,0,0,0,0,0
P1F,<70%,Female,Ventricular Fibrillation.jpg,,,Unclassified,24283,0,0,0,0,0,0,0,0,0,0,0,0,0,0
P1F,<70%,Female,Ventricular Fibrillation.jpg,,,Unclassified,24283,0,0,0,0,0,0,0,0,0,0,0,0,0,0
P1F,<70%,Female,Ventricular Fibrillation.jpg,,,Unclassified,24283,0,0,0,0,0,0,0,0,0,0,0,0,0,0
P1F,<70%,Female,Ventricular Fibrillation.jpg,,,Unclassified,24283,0,0,0,0,0,0,0,0,0,0,0,0,0,0
P1F,<70%,Female,Ventricular Fibrillation.jpg,,,Unclassified,24283,0,0,0,0,0,0,0,0,0,0,0,0,0,0
P1F,<70%,Female,Ventricular Fibrillation.jpg,,,Unclassified,24283,0,0,0,0,0,0,0,0,0,0,0,0,0,0
P1F,<70%,Female,Ventricular Fibrillation.jpg,,,Unclassified,24283,0,0,0,0,0,0,0,0,0,0,0,0,0,0
P1F,<70%,Female,Ventricular Fibrillation.jpg,,,Unclassified,24283,0,0,0,0,0,0,0,0,0,0,0,0,0,0
P1F,<70%,Female,Ventricular Fibrillation.jpg,,,Unclassified,24283,0,0,0,0,0,0,0,0,0,0,0,0,0,0
P1F,<70%,Female,Ventricular Fibrillation.jpg,,,Unclassified,24283,0,0,0,0,0,0,0,0,0,0,0,0,0,0
P1F,<70%,Female,Ventricular Fibrillation.jpg,,,Unclassified,24283,0,0,0,0,0,0,0,0,0,0,0,0,0,0
P1F,<70%,Female,Ventricular Fibrillation.jpg,,,Unclassified,24283,0,0,0,0,0,0,0,0,0,0,0,0,0,0
P1F,<70%,Female,Ventricular Fibrillation.jpg,,,Unclassified,24283,0,0,0,0,0,0,0,0,0,0,0,0,0,0
P1F,<70%,Female,Ventricular Fibrillation.jpg,,,Unclassified,24283,0,0,0,0,0,0,0,0,0,0,0,0,0,0
P1F,<70%,Female,Ventricular Fibrillation.jpg,,,Unclassified,24283,0,0,0,0,0,0,0,0,0,0,0,0,0,0
P1F,<70%,Female,Ventricular Fibrillation.jpg,,,Unclassified,24283,0,0,0,0,0,0,0,0,0,0,0,0,0,0
P1F,<70%,Female,Ventricular Fibrillation.jpg,,,Unclassified,24283,0,0,0,0,0,0,0,0,0,0,0,0,0,0
P1F,<70%,Female,Ventricular Fibrillation.jpg,,,Unclassified,24283,0,0,0,0,0,0,0,0,0,0,0,0,0,0
P1F,<70%,Female,Ventricular Fibrillation.jpg,,,Unclassified,24283,0,0,0,0,0,0,0,0,0,0,0,0,0,0
P1F,<70%,Female,Ventricular Fibrillation.jpg,,,Unclassified,24283,0,0,0,0,0,0,0,0,0,0,0,0,0,0
P1F,<70%,Female,Ventricular Fibrillation.jpg,,,Unclassified,24283,0,0,0,0,0,0,0,0,0,0,0,0,0,0
P1F,<70%,Female,Ventricular Fibrillation.jpg,,,Unclassified,24283,0,0,0,0,0,0,0,0,0,0,0,0,0,0
P1F,<70%,Female,Ventricular Fibrillation.jpg,,,Unclassified,24283,0,0,0,0,0,0,0,0,0,0,0,0,0,0
P1F,<70%,Female,Ventricular Fibrillation.jpg,,,Unclassified,24283,0,0,0,0,0,0,0,0,0,0,0,0,0,0
P1F,<70%,Female,Ventricular Fibrillation.jpg,,,Unclassified,24283,0,0,0,0,0,0,0,0,0,0,0,0,0,0
P1F,<70%,Female,Ventricular Fibrillation.jpg,,,Unclassified,24283,0,0,0,0,0,0,0,0,0,0,0,0,0,0
P1F,<70%,Female,Ventricular Fibrillation.jpg,,,Unclassified,24283,0,0,0,0,0,0,0,0,0,0,0,0,0,0
P1F,<70%,Female,Ventricular Fibrillation.jpg,,,Unclassified,24283,0,0,0,0,0,0,0,0,0,0,0,0,0,0
P1F,<70%,Female,Ventricular Fibrillation.jpg,,,Unclassified,24283,0,0,0,0,0,0,0,0,0,0,0,0,0,0
P1F,<70%,Female,Ventricular Fibrillation.jpg,,,Unclassified,24283,0,0,0,0,0,0,0,0,0,0,0,0,0,0
P1F,<70%,Female,Ventricular Fibrillation.jpg,,,Unclassified,24283,0,0,0,0,0,0,0,0,0,0,0,0,0,0
P1F,<70%,Female,Ventricular Fibrillation.jpg,,,Unclassified,24283,0,0,0,0,0,0,0,0,0,0,0,0,0,0
P1F,<70%,Female,Ventricular Fibrillation.jpg,,,Unclassified,24283,0,0,0,0,0,0,0,0,0,0,0,0,0,0
P1F,<70%,Female,Ventricular Fibrillation.jpg,,,Unclassified,24283,0,0,0,0,0,0,0,0,0,0,0,0,0,0
P1F,<70%,Female,Ventricular Fibrillation.jpg,,,Unclassified,24283,0,0,0,0,0,0,0,0,0,0,0,0,0,0
P1F,<70%,Female,Ventricular Fibrillation.jpg,,,Unclassified,24283,0,0,0,0,0,0,0,0,0,0,0,0,0,0
P1F,<70%,Female,Ventricular Fibrillation.jpg,,,Unclassified,24283,0,0,0,0,0,0,0,0,0,0,0,0,0,0
P1F,<70%,Female,Ventricular Fibrillation.jpg,,,Unclassified,24283,0,0,0,0,0,0,0,0,0,0,0,0,0,0
P1F,<70%,Female,Ventricular Fibrillation.jpg,,,Unclassified,24283,0,0,0,0,0,0,0,0,0,0,0,0,0,0
P1F,<70%,Female,Ventricular Fibrillation.jpg,,,Unclassified,24283,0,0,0,0,0,0,0,0,0,0,0,0,0,0
P1F,<70%,Female,Ventricular Fibrillation.jpg,,,Unclassified,24283,0,0,0,0,0,0,0,0,0,0,0,0,0,0
P1F,<70%,Female,Ventricular Fibrillation.jpg,,,Unclassified,24283,0,0,0,0,0,0,0,0,0,0,0,0,0,0
P1F,<70%,Female,Ventricular Fibrillation.jpg,,,Unclassified,24283,0,0,0,0,0,0,0,0,0,0,0,0,0,0
P1F,<70%,Female,Ventricular Fibrillation.jpg,,,Unclassified,24283,0,0,0,0,0,0,0,0,0,0,0,0,0,0
P1F,<70%,Female,Ventricular Fibrillation.jpg,,,Unclassified,24283,0,0,0,0,0,0,0,0,0,0,0,0,0,0
P1F,<70%,Female,Ventricular Fibrillation.jpg,,,Unclassified,24283,0,0,0,0,0,0,0,0,0,0,0,0,0,0
P1F,<70%,Female,Ventricular Fibrillation.jpg,,,Unclassified,24283,0,0,0,0,0,0,0,0,0,0,0,0,0,0
P1F,<70%,Female,Ventricular Fibrillation.jpg,,,Unclassified,24283,0,0,0,0,0,0,0,0,0,0,0,0,0,0
P1F,<70%,Female,Ventricular Fibrillation.jpg,,,Unclassified,24283,0,0,0,0,0,0,0,0,0,0,0,0,0,0
P1F,<70%,Female,Ventricular Fibrillation.jpg,,,Unclassified,24283,0,0,0,0,0,0,0,0,0,0,0,0,0,0
P1F,<70%,Female,Ventricular Fibrillation.jpg,,,Unclassified,24283,0,0,0,0,0,0,0,0,0,0,0,0,0,0
P1F,<70%,Female,Ventricular Fibrillation.jpg,,,Unclassified,24283,0,0,0,0,0,0,0,0,0,0,0,0,0,0
P1F,<70%,Female,Ventricular Fibrillation.jpg,,,Unclassified,24283,0,0,0,0,0,0,0,0,0,0,0,0,0,0
P1F,<70%,Female,Ventricular Fibrillation.jpg,,,Unclassified,24283,0,0,0,0,0,0,0,0,0,0,0,0,0,0
P1F,<70%,Female,Ventricular Fibrillation.jpg,,,Unclassified,24283,0,0,0,0,0,0,0,0,0,0,0,0,0,0
P1F,<70%,Female,Ventricular Fibrillation.jpg,,,Unclassified,24283,0,0,0,0,0,0,0,0,0,0,0,0,0,0
P1F,<70%,Female,Ventricular Fibrillation.jpg,,,Unclassified,24283,0,0,0,0,0,0,0,0,0,0,0,0,0,0
P1F,<70%,Female,Ventricular Fibrillation.jpg,,,Unclassified,24283,0,0,0,0,0,0,0,0,0,0,0,0,0,0
P1F,<70%,Female,Ventricular Fibrillation.jpg,,,Unclassified,24283,0,0,0,0,0,0,0,0,0,0,0,0,0,0
P1F,<70%,Female,Ventricular Fibrillation.jpg,,,Unclassified,24283,0,0,0,0,0,0,0,0,0,0,0,0,0,0
P1F,<70%,Female,Ventricular Fibrillation.jpg,,,Unclassified,24283,0,0,0,0,0,0,0,0,0,0,0,0,0,0
P1F,<70%,Female,Ventricular Fibrillation.jpg,,,Unclassified,24283,0,0,0,0,0,0,0,0,0,0,0,0,0,0
P1F,<70%,Female,Ventricular Fibrillation.jpg,,,Unclassified,24283,0,0,0,0,0,0,0,0,0,0,0,0,0,0
P1F,<70%,Female,Ventricular Fibrillation.jpg,,,Unclassified,24283,0,0,0,0,0,0,0,0,0,0,0,0,0,0
P1F,<70%,Female,Ventricular Fibrillation.jpg,,,Unclassified,24283,0,0,0,0,0,0,0,0,0,0,0,0,0,0
P1F,<70%,Female,Ventricular Fibrillation.jpg,,,Unclassified,24283,0,0,0,0,0,0,0,0,0,0,0,0,0,0
P1F,<70%,Female,Ventricular Fibrillation.jpg,,,Unclassified,24283,0,0,0,0,0,0,0,0,0,0,0,0,0,0
P1F,<70%,Female,Ventricular Fibrillation.jpg,,,Unclassified,24283,0,0,0,0,0,0,0,0,0,0,0,0,0,0
P1F,<70%,Female,Ventricular Fibrillation.jpg,,,Unclassified,24283,0,0,0,0,0,0,0,0,0,0,0,0,0,0
P1F,<70%,Female,Ventricular Fibrillation.jpg,,,Unclassified,24283,0,0,0,0,0,0,0,0,0,0,0,0,0,0
P1F,<70%,Female,Ventricular Fibrillation.jpg,,,Unclassified,24283,0,0,0,0,0,0,0,0,0,0,0,0,0,0
P1F,<70%,Female,Ventricular Fibrillation.jpg,,,Unclassified,24283,0,0,0,0,0,0,0,0,0,0,0,0,0,0
P1F,<70%,Female,Ventricular Fibrillation.jpg,,,Unclassified,24283,0,0,0,0,0,0,0,0,0,0,0,0,0,0
P1F,<70%,Female,Ventricular Fibrillation.jpg,,,Unclassified,24283,0,0,0,0,0,0,0,0,0,0,0,0,0,0
P1F,<70%,Female,Ventricular Fibrillation.jpg,,,Unclassified,24283,0,0,0,0,0,0,0,0,0,0,0,0,0,0
P1F,<70%,Female,Ventricular Fibrillation.jpg,,,Unclassified,24283,0,0,0,0,0,0,0,0,0,0,0,0,0,0
P1F,<70%,Female,Ventricular Fibrillation.jpg,,,Unclassified,24283,0,0,0,0,0,0,0,0,0,0,0,0,0,0
P1F,<70%,Female,Ventricular Fibrillation.jpg,,,Unclassified,24283,0,0,0,0,0,0,0,0,0,0,0,0,0,0
P1F,<70%,Female,Ventricular Fibrillation.jpg,,,Unclassified,24283,0,0,0,0,0,0,0,0,0,0,0,0,0,0
P1F,<70%,Female,Ventricular Fibrillation.jpg,,,Unclassified,24283,0,0,0,0,0,0,0,0,0,0,0,0,0,0
P1F,<70%,Female,Ventricular Fibrillation.jpg,,,Unclassified,24283,0,0,0,0,0,0,0,0,0,0,0,0,0,0
P1F,<70%,Female,Ventricular Fibrillation.jpg,,,Unclassified,24283,0,0,0,0,0,0,0,0,0,0,0,0,0,0
P1F,<70%,Female,Ventricular Fibrillation.jpg,,,Unclassified,24283,0,0,0,0,0,0,0,0,0,0,0,0,0,0
P1F,<70%,Female,Ventricular Fibrillation.jpg,,,Unclassified,24283,0,0,0,0,0,0,0,0,0,0,0,0,0,0
P1F,<70%,Female,Ventricular Fibrillation.jpg,,,Unclassified,24283,0,0,0,0,0,0,0,0,0,0,0,0,0,0
P1F,<70%,Female,Ventricular Fibrillation.jpg,,,Unclassified,24283,0,0,0,0,0,0,0,0,0,0,0,0,0,0
P1F,<70%,Female,Ventricular Fibrillation.jpg,,,Unclassified,24283,0,0,0,0,0,0,0,0,0,0,0,0,0,0
P1F,<70%,Female,Ventricular Fibrillation.jpg,,,Unclassified,24283,0,0,0,0,0,0,0,0,0,0,0,0,0,0
P1F,<70%,Female,Ventricular Fibrillation.jpg,,,Unclassified,24283,0,0,0,0,0,0,0,0,0,0,0,0,0,0
P1F,<70%,Female,Ventricular Fibrillation.jpg,,,Unclassified,24283,0,0,0,0,0,0,0,0,0,0,0,0,0,0
P1F,<70%,Female,Ventricular Fibrillation.jpg,,,Unclassified,24283,0,0,0,0,0,0,0,0,0,0,0,0,0,0
P1F,<70%,Female,Ventricular Fibrillation.jpg,,,Unclassified,24283,0,0,0,0,0,0,0,0,0,0,0,0,0,0
P1F,<70%,Female,Ventricular Fibrillation.jpg,,,Unclassified,24283,0,0,0,0,0,0,0,0,0,0,0,0,0,0
P1F,<70%,Female,Ventricular Fibrillation.jpg,,,Unclassified,24283,0,0,0,0,0,0,0,0,0,0,0,0,0,0
P1F,<70%,Female,Ventricular Fibrillation.jpg,,,Unclassified,24283,0,0,0,0,0,0,0,0,0,0,0,0,0,0
P1F,<70%,Female,Ventricular Fibrillation.jpg,,,Unclassified,24283,0,0,0,0,0,0,0,0,0,0,0,0,0,0
P1F,<70%,Female,Ventricular Fibrillation.jpg,,,Unclassified,24283,0,0,0,0,0,0,0,0,0,0,0,0,0,0
P1F,<70%,Female,Ventricular Fibrillation.jpg,,,Unclassified,24283,0,0,0,0,0,0,0,0,0,0,0,0,0,0
P1F,<70%,Female,Ventricular Fibrillation.jpg,,,Unclassified,24283,0,0,0,0,0,0,0,0,0,0,0,0,0,0
P1F,<70%,Female,Ventricular Fibrillation.jpg,,,Unclassified,24283,0,0,0,0,0,0,0,0,0,0,0,0,0,0
P1F,<70%,Female,Ventricular Fibrillation.jpg,,,Unclassified,24283,0,0,0,0,0,0,0,0,0,0,0,0,0,0
P1F,<70%,Female,Ventricular Fibrillation.jpg,,,Unclassified,24283,0,0,0,0,0,0,0,0,0,0,0,0,0,0
P1F,<70%,Female,Ventricular Fibrillation.jpg,,,Unclassified,24283,0,0,0,0,0,0,0,0,0,0,0,0,0,0
P1F,<70%,Female,Ventricular Fibrillation.jpg,,,Unclassified,24283,0,0,0,0,0,0,0,0,0,0,0,0,0,0
P1F,<70%,Female,Ventricular Fibrillation.jpg,,,Unclassified,24283,0,0,0,0,0,0,0,0,0,0,0,0,0,0
P1F,<70%,Female,Ventricular Fibrillation.jpg,,,Unclassified,24283,0,0,0,0,0,0,0,0,0,0,0,0,0,0
P1F,<70%,Female,Ventricular Fibrillation.jpg,,,Unclassified,24283,0,0,0,0,0,0,0,0,0,0,0,0,0,0
P1F,<70%,Female,Ventricular Fibrillation.jpg,,,Unclassified,24283,0,0,0,0,0,0,0,0,0,0,0,0,0,0
P1F,<70%,Female,Ventricular Fibrillation.jpg,,,Unclassified,24283,0,0,0,0,0,0,0,0,0,0,0,0,0,0
P1F,<70%,Female,Ventricular Fibrillation.jpg,,,Unclassified,24283,0,0,0,0,0,0,0,0,0,0,0,0,0,0
P1F,<70%,Female,Ventricular Fibrillation.jpg,,,Unclassified,24283,0,0,0,0,0,0,0,0,0,0,0,0,0,0
P1F,<70%,Female,Ventricular Fibrillation.jpg,,,Unclassified,24283,0,0,0,0,0,0,0,0,0,0,0,0,0,0
P1F,<70%,Female,Ventricular Fibrillation.jpg,,,Unclassified,24283,0,0,0,0,0,0,0,0,0,0,0,0,0,0
P1F,<70%,Female,Ventricular Fibrillation.jpg,,,Unclassified,24283,0,0,0,0,0,0,0,0,0,0,0,0,0,0
P1F,<70%,Female,Ventricular Fibrillation.jpg,,,Unclassified,24283,0,0,0,0,0,0,0,0,0,0,0,0,0,0
P1F,<70%,Female,Ventricular Fibrillation.jpg,,,Unclassified,24283,0,0,0,0,0,0,0,0,0,0,0,0,0,0
P1F,<70%,Female,Ventricular Fibrillation.jpg,,,Unclassified,24283,0,0,0,0,0,0,0,0,0,0,0,0,0,0
P1F,<70%,Female,Ventricular Fibrillation.jpg,,,Unclassified,24283,0,0,0,0,0,0,0,0,0,0,0,0,0,0
P1F,<70%,Female,Ventricular Fibrillation.jpg,,,Unclassified,24283,0,0,0,0,0,0,0,0,0,0,0,0,0,0
P1F,<70%,Female,Ventricular Fibrillation.jpg,,,Unclassified,24283,0,0,0,0,0,0,0,0,0,0,0,0,0,0
P1F,<70%,Female,Ventricular Fibrillation.jpg,,,Unclassified,24283,0,0,0,0,0,0,0,0,0,0,0,0,0,0
P1F,<70%,Female,Ventricular Fibrillation.jpg,,,Unclassified,24283,0,0,0,0,0,0,0,0,0,0,0,0,0,0
P1F,<70%,Female,Ventricular Fibrillation.jpg,,,Unclassified,24283,0,0,0,0,0,0,0,0,0,0,0,0,0,0
P1F,<70%,Female,Ventricular Fibrillation.jpg,,,Unclassified,24283,0,0,0,0,0,0,0,0,0,0,0,0,0,0
P1F,<70%,Female,Ventricular Fibrillation.jpg,,,Unclassified,24283,0,0,0,0,0,0,0,0,0,0,0,0,0,0
P1F,<70%,Female,Ventricular Fibrillation.jpg,,,Unclassified,24283,0,0,0,0,0,0,0,0,0,0,0,0,0,0
P1F,<70%,Female,Ventricular Fibrillation.jpg,,,Unclassified,24283,0,0,0,0,0,0,0,0,0,0,0,0,0,0
P1F,<70%,Female,Ventricular Fibrillation.jpg,,,Unclassified,24283,0,0,0,0,0,0,0,0,0,0,0,0,0,0
P1F,<70%,Female,Ventricular Fibrillation.jpg,,,Unclassified,24283,0,0,0,0,0,0,0,0,0,0,0,0,0,0
P1F,<70%,Female,Ventricular Fibrillation.jpg,,,Unclassified,24283,0,0,0,0,0,0,0,0,0,0,0,0,0,0
P1F,<70%,Female,Ventricular Fibrillation.jpg,,,Unclassified,24283,0,0,0,0,0,0,0,0,0,0,0,0,0,0
P1F,<70%,Female,Ventricular Fibrillation.jpg,,,Unclassified,24283,0,0,0,0,0,0,0,0,0,0,0,0,0,0
